Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,St. Vincent and the Grenadines,VCT,..,28458.28125,36540.63413,37127.30473,38321.06021,38761.41131,38396.19249,39103.37733,39533.92727,41132.29802,42666.27009,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sudan,SDN,..,18724.53449,19533.6518,19158.73365,18157.54801,17437.85696,16868.67089,16197.45622,15276.64788,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Suriname,SUR,..,58866.52307,59232.31242,59194.05389,60971.00921,60708.01506,54441.81989,51693.86701,51707.79807,51933.31646,51861.80528,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sweden,SWE,..,101007.4169,122019.0493,121924.1393,122104.5039,124513.7134,123917.9445,130159.3058,127924.4093,126231.8149,127938.9529,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Switzerland,CHE,..,124483.9859,139096.1777,139845.2539,142685.2457,143411.1669,140669.8133,148248.3065,151549.1482,149598.3523,150728.7714,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Syrian Arab Republic,SYR,..,29183.10077,25826.90373,25152.9077,24434.99238,23040.79055,23254.70247,22285.35876,20211.15582,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Tajikistan,TJK,..,4485.516571,13476.1692,14372.78972,15457.03942,16598.94321,17237.11931,18358.28701,18899.5507,19890.21637,20931.9738,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Tanzania,TZA,..,3850.282167,6796.213686,6979.917417,7108.029164,7274.900771,7261.760418,7248.516009,7305.317918,7430.861544,7595.358453,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Thailand,THA,..,21428.33085,34706.25736,36301.27634,37364.43973,38366.15696,35914.62079,36345.69133,36892.93275,37074.51836,38288.90965,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Timor-Leste,TLS,..,9806.467981,11514.01651,10739.80887,10308.05732,12491.07137,16084.65528,16285.04181,12523.51405,10044.17888,8920.755128,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Togo,TGO,..,6721.844248,7340.784945,7495.244048,7582.935929,7680.973041,7724.35855,7869.697114,8068.591916,8324.172785,8625.977469,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Tonga,TON,..,16747.40901,19521.5189,20280.02143,20448.43546,20484.62813,21323.5058,21181.07358,21018.30551,21944.51669,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Trinidad and Tobago,TTO,..,47848.40037,74268.80833,71063.08712,70566.52348,71023.25572,67309.5196,67953.82048,67533.9646,66442.91572,69121.50178,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Tunisia,TUN,..,32066.60062,42287.39255,42959.22093,42754.8526,42968.1278,42585.62112,43981.96594,42974.63562,43076.81015,43673.31315,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Turkiye,TUR,..,45584.20682,74788.58397,78129.18903,79009.08837,81669.73251,87565.29626,91634.50872,90689.44986,92879.60811,93114.94781,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Turkmenistan,TKM,..,17319.25409,46498.33857,48828.508,51159.09183,53698.83417,57863.54338,60240.83951,61871.12589,64867.41459,67321.32395,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Uganda,UGA,..,4154.33214,6801.545316,6913.335144,6730.038412,6622.042646,6516.146517,6342.847857,6295.173469,6399.539344,6557.700127,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Ukraine,UKR,..,24980.68558,34764.10612,35835.7324,36994.84417,38113.50342,38230.10905,40308.33593,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,United Arab Emirates,ARE,..,165450.1894,117888.5895,113429.3035,112814.7141,112569.2058,106218.5553,110017.4704,111830.2398,109489.5069,108203.1553,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,United Kingdom,GBR,..,91814.19809,103399.447,105575.9262,105985.0613,106175.2365,96172.8987,105285.801,108290.9501,107342.1371,107932.0434,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,United States,USA,..,109932.2511,135265.2578,136420.1856,138621.236,140253.5752,145799.8954,149654.6668,148654.1204,150436.4451,153543.9642,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Uruguay,URY,..,47163.2869,62339.53873,63606.25341,64121.0225,64950.75945,63301.58348,64064.63723,65393.96483,64534.03794,65702.2392,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Uzbekistan,UZB,..,10789.20723,20490.7216,21240.11396,21983.79614,23018.69009,23623.16944,24978.37608,25106.905,26234.7126,27508.08985,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Vanuatu,VUT,..,8312.845628,9649.888966,9980.38518,10169.7381,10392.00169,9597.073588,9256.437795,9500.945524,9440.453813,9276.378112,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Viet Nam,VNM,..,8850.581771,17000.21478,17973.37956,18936.43948,20457.73042,21529.54999,22082.43202,23275.24787,24513.22036,26090.74248,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Virgin Islands (U.S.),VIR,..,..,104299.5197,101192.5727,110359.8406,118933.4107,120072.69,121206.5456,116146.4635,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,West Bank and Gaza,PSE,..,23910.7407,32293.588,32602.32106,32800.38161,31366.60179,29457.4871,29095.48116,27595.53935,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Zambia,ZMB,..,8239.01788,11736.85603,11640.96039,11757.58147,11353.08626,10463.77794,10766.44631,11129.22399,10849.81483,10873.56569,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Zimbabwe,ZWE,..,17147.60207,14458.08611,14933.74592,15446.80385,14261.17954,13252.38283,14037.1379,14711.60545,14471.89171,14380.924,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Africa Eastern and Southern,AFE,..,9035.466021,11545.85603,11638.87476,11669.94991,11647.7903,11247.98377,11454.84612,11414.10885,11235.94212,11293.01662,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Africa Western and Central,AFW,..,9699.657321,15397.91344,15384.20195,15415.55073,15500.86278,14785.68166,14572.90784,14466.0484,14375.22579,14577.3251,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Arab World,ARB,..,53473.07719,62455.20505,63517.47915,64708.37426,64961.95268,63326.36932,64239.17305,65050.15419,70384.0334,70453.45755,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Caribbean small states,CSS,..,46001.37781,57070.92692,55789.74486,55665.98562,55989.52819,56857.00799,58616.95021,64860.41321,70008.37572,81015.41418,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Central Europe and the Baltics,CEB,..,48176.08991,74163.16508,76620.76105,79791.84258,82712.66985,81290.86923,86527.86823,88947.5355,89294.46379,91466.86716,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Early-demographic dividend,EAR,..,17167.57642,26852.51936,27738.68327,28469.40505,28668.52896,28092.791,29090.43542,29537.56,30084.16897,30671.21447,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,East Asia & Pacific,EAS,..,16412.48627,34953.85307,36728.34126,38383.42147,39969.68491,40748.12645,42542.19098,43893.19283,45266.79491,47178.14393,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,East Asia & Pacific (excluding high income),EAP,..,9196.890775,27795.48833,29551.99882,31286.16297,33027.24496,34012.57402,35713.26163,37077.07165,38522.5312,40496.37796,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,East Asia & Pacific (IDA & IBRD countries),TEA,..,9196.890775,27795.48833,29551.99882,31286.16297,33027.24496,34012.57402,35713.26163,37077.07165,38522.5312,40496.37796,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Euro area,EMU,..,108936.8489,118997.0695,120306.2833,120608.1629,121212.4324,115525.4851,121581.8456,123130.9739,122134.9939,122563.4996,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Europe & Central Asia,ECS,..,71855.05651,89153.40766,90922.66214,92105.63381,93594.75791,90727.85328,95748.87637,99194.82778,99509.3688,100789.8332,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Europe & Central Asia (excluding high income),ECA,..,27239.67729,48517.20926,50517.44029,51722.45232,53155.71356,54344.1381,57665.42783,61918.77833,63933.12033,65242.39492,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Europe & Central Asia (IDA & IBRD countries),TEC,..,36637.49578,60772.63644,62661.49029,64441.5654,66409.61629,66644.516,70233.44495,73192.04318,75127.66634,77362.97978,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,European Union,EUU,..,96864.24783,110401.372,111911.8428,112874.6967,114051.26,109382.7585,115333.2472,117042.7264,116326.061,117209.3401,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Fragile and conflict affected situations,FCS,..,10876.519,15290.37546,15379.47892,15496.69228,15632.34481,14735.69169,14598.16242,12997.17361,12684.75425,12601.84897,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Heavily indebted poor countries (HIPC),HPC,..,5840.10376,8130.622382,8337.477709,8437.586824,8566.591698,8444.413837,8503.303121,8555.760075,8476.075514,8621.408991,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,High income,HIC,..,90249.32455,108701.9474,110077.7779,111397.4577,112427.618,110998.6865,115833.0128,116418.2235,116627.8162,118095.4829,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,IBRD only,IBD,..,16571.92327,32646.30556,34033.51897,35329.70463,36323.21589,36631.18327,38013.86385,38712.33211,39738.0805,41041.90914,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,IDA & IBRD total,IBT,..,14983.4445,28192.69382,29279.57127,30302.86184,31074.85283,31086.49956,32197.60057,32626.17938,33476.06497,34545.00077,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,IDA blend,IDB,..,11771.1217,17096.22674,17344.86633,17746.52011,17871.90237,17181.52495,17221.37925,17265.29457,17096.16432,17346.60208,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,IDA only,IDX,..,6275.701314,10124.89092,10432.06507,10699.97955,10999.62717,10877.9009,11004.28442,11071.17061,11060.75751,11362.29144,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,IDA total,IDA,..,8219.024119,12691.90337,12954.93442,13254.01524,13488.57049,13154.26456,13273.90914,13342.06899,13338.20986,13652.61001,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Late-demographic dividend,LTE,..,15949.73854,36261.23629,38002.95731,39833.05195,41639.14123,42730.97033,44591.28323,45992.22862,47496.18405,49646.66517,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Latin America & Caribbean,LCN,..,37806.01921,42620.46303,42839.13628,42716.95727,42235.07819,42663.14879,42948.63765,42651.76416,42789.28803,42983.09743,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Latin America & Caribbean (excluding high income),LAC,..,36840.80196,41056.04392,41303.07516,41171.06966,40675.03408,41031.96067,41162.5832,40875.80004,40982.03412,41087.53322,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,37262.20672,42184.34484,42426.64085,42333.22771,41851.5123,42282.59847,42595.72651,42302.39618,42455.25294,42641.81993,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Least developed countries: UN classification,LDC,..,5569.328463,9601.520055,9839.490604,10064.54948,10351.98267,10233.69462,10273.54113,10383.49325,10427.36316,10664.61297,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Low & middle income,LMY,..,13591.67592,26622.68109,27709.10053,28706.79773,29453.32154,29494.35388,30528.19962,31014.49395,31864.53204,32895.57378,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Low income,LIC,..,5891.352278,6999.577953,7015.394111,6996.355252,6981.395967,6778.747217,6624.660532,6550.153795,5615.304433,5457.033591,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Lower middle income,LMC,..,10323.89937,19302.78408,20077.47825,20851.62763,21246.97468,20599.35333,21144.96957,21503.02545,22099.40989,22704.61386,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,39742.60926,47186.16776,48029.74386,48858.28536,48794.77147,48086.81595,48862.39455,50162.9885,50179.70349,51824.26132,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,28500.81447,34558.93124,35524.37451,36050.21394,36026.42432,36000.54362,36196.4818,36774.77991,37130.63294,38629.1101,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,28522.71363,34570.47907,35539.26934,36066.742,36051.05749,36033.69797,36234.18019,36826.71837,37130.63294,38629.1101,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Middle income,MIC,..,13976.8869,27816.49275,28988.73176,30080.34396,30902.33953,31023.49374,32131.58632,32697.30316,33529.50693,34590.53283,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,North America,NAC,..,108827.2238,132460.8975,133576.6419,135638.2582,137045.2364,142049.3221,145559.8394,144568.9928,145881.5956,148655.1309,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,OECD members,OED,..,90223.18293,103880.6047,105033.7847,105899.7967,106615.9677,106090.7286,109806.2236,110132.408,110200.4928,111219.4191,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Other small states,OSS,..,48750.45346,55801.74725,56964.6454,57788.81547,58667.89744,56743.85898,59856.85908,59395.51254,59008.81285,62620.19915,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Pacific island small states,PSS,..,15626.32595,17847.36866,18372.95176,18671.32797,18509.54686,16394.27439,15507.9291,16780.88053,17838.77565,17938.07534,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Post-demographic dividend,PST,..,95358.84929,112738.7551,114021.8566,114991.6717,115708.501,114119.0886,118913.3318,122216.6522,122592.1777,123933.0678,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Pre-demographic dividend,PRE,..,9204.121134,13570.23147,13495.42759,13468.54366,13517.57157,12759.63033,12544.14512,12537.75602,12407.82282,12511.30007,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Small states,SST,..,43755.51196,51392.40451,51906.12757,52471.07825,53146.35299,51753.26085,54072.06353,55392.33965,56473.63459,61355.4811,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,South Asia,SAS,..,8732.076115,19542.81428,20459.01538,21462.11116,21797.9767,20945.42985,21844.93577,22323.59385,23344.25665,24161.44795,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,South Asia (IDA & IBRD),TSA,..,8732.076115,19542.81428,20459.01538,21462.11116,21797.9767,20945.42985,21844.93577,22323.59385,23344.25665,24161.44795,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa,SSF,..,9323.067513,13200.30458,13248.8753,13279.93894,13306.7365,12770.16168,12804.99957,12742.36017,12635.76539,12756.82744,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa (excluding high income),SSA,..,10223.89846,14307.03115,14300.80345,14281.73998,14246.38515,13574.0672,13569.82913,13486.91514,13351.68297,13451.09518,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,9323.067513,13200.30458,13248.8753,13279.93894,13306.7365,12770.16168,12804.99957,12742.36017,12635.76539,12756.82744,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Upper middle income,UMC,..,16503.66395,34579.03919,36133.96692,37554.44492,38856.30682,39823.25032,41485.04434,42742.08941,43966.14834,45661.81618,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,World,WLD,..,30545.69084,43256.53419,44412.05132,45464.76682,46216.11066,45841.67568,47389.61211,47956.14253,48627.44041,49691.79396,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/24/2026,,,,,,,,,,,,,,,
