Country Name,Country Code,Year,GDP_y,Edu_x,Digital_w,Labor_z2,core,ln_GDP_y,Edu_x_lag1,Digital_w_lag1,Labor_z2_lag1,ln_GDP_y_lag1,gdp_growth_next,Edu_within,ln_GDP_within,GDP_y_idx,Edu_x_idx,Digital_w_idx
"Hong Kong SAR, China",HKG,2016,123445.279,3.292690039,87.4794,60.397,True,11.723553251838753,,,,,0.026333339741444917,-0.41691750275000006,-0.034799107431984666,100.0,100.0,100.0
"Hong Kong SAR, China",HKG,2017,126739.1849,3.309890032,89.4159,60.466,True,11.749886591580198,3.292690039,87.4794,60.397,11.723553251838753,0.014088102842167771,-0.39971750974999987,-0.00846576769053975,102.6683125727311,100.52236902946454,102.21366401689997
"Hong Kong SAR, China",HKG,2018,128537.3361,3.326240063,90.5074,60.647,True,11.763974694422366,3.309890032,89.4159,60.466,11.749886591580198,-0.013388454403401084,-0.3833674787499999,0.005622335151628022,104.12495086183087,101.01892445394556,103.4613863378121
"Hong Kong SAR, China",HKG,2019,126827.8888,3.810179949,91.7434,59.995,True,11.750586240018965,3.326240063,90.5074,60.647,11.763974694422366,-0.019046308572887582,0.10057240725000005,-0.007766119251773063,102.74016943167183,115.71632628248128,104.87429040436949
"Hong Kong SAR, China",HKG,2020,124435.1445,4.405620098,92.4131,58.975,True,11.731539931446077,3.810179949,91.7434,59.995,11.750586240018965,0.06670578908088665,0.6960125562499999,-0.026812427824660645,100.80186582104933,133.80002508034434,105.6398420656749
"Hong Kong SAR, China",HKG,2021,133018.796,4.000309944,93.0872,58.744,True,11.798245720526964,4.405620098,92.4131,58.975,11.731539931446077,-0.024059309521240024,0.29070240224999955,0.039893361256226,107.7552718723249,121.49063217668999,106.41042348255702
"Hong Kong SAR, China",HKG,2022,129856.6477,3.728660107,95.6136,57.851,True,11.774186411005724,4.000309944,93.0872,58.744,11.798245720526964,0.0006596223211250418,0.019052565249999986,0.015834051734985977,105.19369290744606,113.24054383607896,109.2984176846206
"Hong Kong SAR, China",HKG,2023,129942.3323,3.803270102,95.9778,57.216,True,11.774846033326849,3.728660107,95.6136,57.851,11.774186411005724,,0.09366256024999986,0.01649367405611102,105.26310390533445,115.50647212317212,109.71474427122271
Indonesia,IDN,2016,24358.59881,1.210234525,25.4474,66.314,True,10.100640200054546,,,,,0.025252589709010564,0.15903729487499985,-0.07381083675158884,100.0,100.0,100.0
Indonesia,IDN,2017,24981.54896,1.053243825,32.3358,66.694,True,10.125892789763556,1.210234525,25.4474,66.314,10.100640200054546,0.02968428003883261,0.0020465948749999185,-0.04855824704257827,102.55741372834737,87.02807623175352,127.06917013132973
Indonesia,IDN,2018,25734.2243,0.994436461,39.9046,67.652,True,10.155577069802389,1.053243825,32.3358,66.694,10.125892789763556,0.0193859084567638,-0.056760769125000055,-0.018873967003745662,105.64739171054151,82.16890532023122,156.81209082263808
Indonesia,IDN,2019,26237.97265,0.964399078,47.6906,68.238,True,10.174962978259153,0.994436461,39.9046,67.652,10.155577069802389,-0.01357191216626319,-0.08679815212500008,0.0005119414530181388,107.71544313636159,79.68695802989095,187.4085368249802
Indonesia,IDN,2020,25884.27877,1.015932213,53.7265,67.401,True,10.16139106609289,0.964399078,47.6906,68.238,10.174962978259153,0.04435740013874856,-0.035265017125000186,-0.01305997071324505,106.2634142952987,83.94506948973381,211.1276594072479
Indonesia,IDN,2021,27058.28349,1.032217507,62.1045,65.868,True,10.205748466231638,1.015932213,53.7265,67.401,10.16139106609289,0.019126769174217628,-0.01897972312500018,0.03129742942550351,111.08308692572125,85.29070074248625,244.05047273984772
Indonesia,IDN,2022,27580.80215,0.86394335,66.4846,67.018,True,10.224875235405856,1.032217507,62.1045,65.868,10.205748466231638,0.021645253433192124,-0.1872538801250001,0.05042419859972114,113.22819660167474,71.38644057440024,261.2628402115737
Indonesia,IDN,2023,28184.30351,1.275170882,69.2084,67.899,True,10.246520488839048,0.86394335,66.4846,67.018,10.224875235405856,,0.22397365187499996,0.07206945203291326,115.70576669799834,105.36560110115849,271.96648773548577
Japan,JPN,2016,86240.91,3.146430016,93.1827,59.986,True,11.364899938035204,,,,,0.005310996473497198,-0.04558662533333324,0.019192994788495454,100.0,100.0,100.0
Japan,JPN,2017,86700.15361,3.130579948,91.7265,60.444,True,11.370210934508702,3.146430016,93.1827,59.986,11.364899938035204,-0.013758372556701204,-0.06143669333333346,0.024503991261992653,100.53251248160531,99.49625232662413,98.43726356931062
Japan,JPN,2018,85515.46895,3.077820063,88.7464,61.446,True,11.356452561952,3.130579948,91.7265,60.444,11.370210934508702,-0.014324286091529359,-0.11419657833333341,0.010745618705291449,99.15882027450776,97.81943495799653,95.23913773694044
Japan,JPN,2019,84299.25242,3.155339956,92.7304,62.008,True,11.342128275860471,3.077820063,88.7464,61.446,11.356452561952,-0.03562114567526464,-0.036676685333333126,-0.0035786673862379104,97.74856552418105,100.28317616964915,99.51460947150062
Japan,JPN,2020,81349.26928,3.306289911,90.2195,61.947,True,11.306507130185206,3.155339956,92.7304,62.008,11.342128275860471,0.027535688753465237,0.11427326966666662,-0.03919981306150255,94.32793471219169,105.08067537453852,96.82001058136328
Japan,JPN,2021,83620.40255,3.335639954,82.9141,62.053,True,11.334042818938672,3.306289911,90.2195,61.947,11.306507130185206,,0.1436233126666666,-0.011664124308037316,96.96141025181669,106.01347994513918,88.98014330986332
"Korea, Rep.",KOR,2016,88154.25427,4.333099842,92.843,62.626,True,11.386843448374446,,,,,0.022536570923580967,-0.42212009428571395,-0.055893854290735234,100.0,100.0,100.0
"Korea, Rep.",KOR,2017,90163.50464,4.328239918,95.0694,62.91,True,11.409380019298027,4.333099842,92.843,62.626,11.386843448374446,0.027664141602151915,-0.42698001828571375,-0.03335728336715427,102.27924379445834,99.88784186431863,102.39802677638595
"Korea, Rep.",KOR,2018,92692.62224,4.458079815,96.0229,62.757,True,11.437044160900179,4.328239918,95.0694,62.91,11.409380019298027,0.011348607555515144,-0.29714012128571454,-0.005693141765002352,105.14821208299242,102.88430863716987,103.42502935062416
"Korea, Rep.",KOR,2019,93750.54606,4.684659958,96.1576,62.994,True,11.448392768455694,4.458079815,96.0229,62.757,11.437044160900179,0.001655357729228868,-0.07055997828571403,0.0056554657905127925,106.34829463006923,108.11336292306002,103.57011298643948
"Korea, Rep.",KOR,2020,93905.86527,4.801720142,96.5051,62.274,True,11.450048126184923,4.684659958,96.1576,62.994,11.448392768455694,0.03535035277347198,0.04650020571428559,0.0073108235197416604,106.52448489029682,110.81489735033895,103.94440076257767
"Korea, Rep.",KOR,2021,97284.84289,4.866270065,97.5713,62.55,True,11.485398478958395,4.801720142,96.5051,62.274,11.450048126184923,-0.0033443624737845568,0.11105012871428599,0.04266117629321364,110.35751331074131,112.30459122663345,105.0927910558685
"Korea, Rep.",KOR,2022,96960.03056,5.814469814,97.1686,63.794,True,11.48205411648461,4.866270065,97.5713,62.55,11.485398478958395,,1.0592498777142856,0.039316813819429086,109.98905425826591,134.18730299360593,104.65904807039841
Lao PDR,LAO,2016,18038.81982,2.774429761,21.87,59.898,True,9.800281371299238,,,,,0.05445799321144662,0.7494948721250001,-0.040194969273786185,100.0,100.0,100.0
Lao PDR,LAO,2017,19048.41861,2.497972614,25.5104,59.782,True,9.854739364510685,2.774429761,21.87,59.898,9.800281371299238,0.016746422337178046,0.4730377251250002,0.014263023937660435,105.59681176526104,90.03553267463671,116.6456332876086
Lao PDR,LAO,2018,19370.09744,2.33501229,36.3,60.989,True,9.871485786847863,2.497972614,25.5104,59.782,9.854739364510685,0.00990568441593176,0.31007740112500004,0.03100944627483848,107.38007049953448,84.16188158096968,165.98079561042522
Lao PDR,LAO,2019,19562.92498,2.122013937,47.0323,62.207,True,9.881391471263795,2.33501229,36.3,60.989,9.871485786847863,-0.027637947822485742,0.09707904812500034,0.04091513069077024,108.44902923366524,76.48468765830833,215.05395518975763
Lao PDR,LAO,2020,19029.64915,1.915972732,54.0,62.912,True,9.85375352344131,2.122013937,47.0323,62.207,9.881391471263795,-0.023865778042772234,-0.10896215687499988,0.013277182868284498,105.49276138842214,69.05825330065005,246.91358024691357
Lao PDR,LAO,2021,18580.86832,1.859491769,62.0,64.618,True,9.829887745398537,1.915972732,54.0,62.912,9.85375352344131,-0.02254447598420839,-0.16544311987499993,-0.010588595174487736,103.00490001789927,67.02248494947571,283.493369913123
Lao PDR,LAO,2022,18166.65899,1.460834404,62.7001,66.001,True,9.807343269414329,1.859491769,62.0,64.618,9.829887745398537,0.017584922994117846,-0.5641004848749998,-0.033133071158696126,100.7086892117979,52.65350107380138,286.69455875628717
Lao PDR,LAO,2023,18488.94366,1.233751604,63.6255,65.99,True,9.824928192408446,1.460834404,62.7001,66.001,9.807343269414329,,-0.7911832848749998,-0.01554814816457828,102.49530648064315,44.468655193322085,290.9259259259259
"Macao SAR, China",MAC,2016,202307.5841,3.099529982,81.643,70.062,True,12.217544511825347,,,,,0.10643923404946776,-0.9833737310000004,0.18598076982296163,100.0,100.0,100.0
"Macao SAR, China",MAC,2017,225028.8164,2.709490061,83.1741,69.862,True,12.323983745874814,3.099529982,81.643,70.062,12.217544511825347,0.04388793183923312,-1.3734136520000004,0.2924200038724294,111.23103337973181,87.41615911879893,101.87535979814557
"Macao SAR, China",MAC,2018,235124.791,2.733409882,83.7941,70.082,True,12.367871677714048,2.709490061,83.1741,69.862,12.323983745874814,-0.037104498274644016,-1.3494938310000002,0.3363079357116625,116.22144174475363,88.18788325564906,102.63476354372084
"Macao SAR, China",MAC,2019,226560.4735,3.065439939,86.4679,69.789,True,12.330767179439404,2.733409882,83.7941,70.082,12.367871677714048,-0.7775784219138,-1.0174637740000003,0.2992034374370185,111.9881266477938,98.90015443638319,105.90975343875164
"Macao SAR, China",MAC,2020,104108.4848,6.389480114,87.4623,68.672,True,11.553188757525604,3.065439939,86.4679,69.789,12.330767179439404,0.2003562560591181,2.306576401,-0.4783749844767815,51.46049529637975,206.14351695598475,107.12773905907427
"Macao SAR, China",MAC,2021,127203.6995,5.106979847,88.4681,68.924,True,11.753545013584722,6.389480114,87.4623,68.672,11.553188757525604,-0.16821689597762024,1.0240761339999995,-0.2780187284176634,62.87638699551847,164.76626703590313,108.35968790955748
"Macao SAR, China",MAC,2022,107508.8144,6.057069778,87.9696,66.648,True,11.585328117607101,5.106979847,88.4681,68.924,11.753545013584722,0.5349528148409348,1.9741660649999995,-0.44623562439528364,53.141267480540286,195.4189768505359,107.74910280121995
"Macao SAR, China",MAC,2023,183557.0748,3.501830101,89.1806,67.971,True,12.120280932448036,6.057069778,87.9696,66.648,11.585328117607101,,-0.5810736120000004,0.08871719044565118,90.7316824609345,112.9793911120812,109.23238979459353
Malaysia,MYS,2016,60708.42694,4.751920223,78.7883,65.09,True,11.013837796736238,,,,,0.032845034370179604,0.5955911589999996,-0.044550066408401534,100.0,100.0,100.0
Malaysia,MYS,2017,62735.5048,4.675310135,80.1405,65.202,True,11.046682831106418,4.751920223,78.7883,65.09,11.013837796736238,0.01906192052174127,0.5189810709999998,-0.01170503203822193,103.33903868404204,98.38780778285806,101.7162446708458
Malaysia,MYS,2018,63942.83446,4.478650093,81.201,65.574,True,11.06574475162816,4.675310135,80.1405,65.202,11.046682831106418,0.017670642684212368,0.32232102899999937,0.0073568884835193415,105.32777356131572,94.24926940740015,103.06225670562759
Malaysia,MYS,2019,65082.78763,4.157760143,84.1871,65.871,True,11.083415394312372,4.478650093,81.201,65.574,11.06574475162816,-0.05756406372311673,0.0014310789999996132,0.02502753116773171,107.20552468658646,87.49642140193818,106.85228644354554
Malaysia,MYS,2020,61442.14815,3.911760092,89.555,65.473,True,11.025851330589255,4.157760143,84.1871,65.871,11.083415394312372,0.012484496494284514,-0.24456897200000016,-0.03253653255538502,101.20859861963672,82.31956574242345,113.66535386599278
Malaysia,MYS,2021,62214.03069,4.261093934,96.7514,65.619,True,11.03833582708354,3.911760092,89.555,65.473,11.025851330589255,0.05063463292658277,0.10476486999999945,-0.02005203606110051,102.48005726039983,89.67099054768791,122.79919734275266
Malaysia,MYS,2022,65445.33284,3.49933782,97.3986,66.223,True,11.088970460010122,4.261093934,96.7514,65.619,11.03833582708354,0.015294053680889874,-0.6569912440000003,0.03058259686548226,107.80271560105096,73.64050017217639,123.62063910504477
Malaysia,MYS,2023,66453.95054,3.514800072,97.6927,66.178,True,11.104264513691012,3.49933782,97.3986,66.223,11.088970460010122,,-0.6415289920000005,0.04587665054637213,109.4641286055369,73.96588972575434,123.9939178786698
Philippines,PHL,2016,20231.55173,3.30128109,39.2,61.59,True,9.914998631619566,,,,,0.08437930282563322,-0.3814328306250001,-0.10724860271301928,100.0,100.0,100.0
Philippines,PHL,2017,22012.76815,3.963840874,41.6,59.141,True,9.9993779344452,3.30128109,39.2,61.59,9.914998631619566,0.0415454079394415,0.28112695337500027,-0.022869299887386063,108.8041512770311,120.06977794187166,106.12244897959184
Philippines,PHL,2018,22946.56067,3.855027607,44.1,58.981,True,10.040923342384641,3.963840874,41.6,59.141,9.9993779344452,0.030869581705506022,0.17231368637499989,0.01867610805205544,113.4196772261126,116.7736857875377,112.5
Philippines,PHL,2019,23665.95802,3.407486491,43.0266,59.444,True,10.071792924090147,3.855027607,44.1,58.981,10.040923342384641,-0.03477289074258749,-0.27522742962500013,0.04954568975756146,116.97549617465748,103.2170965787103,109.76173469387756
Philippines,PHL,2020,22857.16773,3.858290513,53.7649,54.746,True,10.03702003334756,3.407486491,43.0266,59.444,10.071792924090147,0.014918294954110678,0.17557659237500012,0.01477279901497397,112.97782807290385,116.87252335728854,137.15535714285713
Philippines,PHL,2021,23200.71389,3.872497548,66.9078,56.471,True,10.05193832830167,3.858290513,53.7649,54.746,10.03702003334756,-0.03680780199005618,0.1897836273750002,0.029691093969084648,114.67589930631583,117.30287250395877,170.6831632653061
Philippines,PHL,2022,22362.27187,3.579600895,75.2111,61.439,True,10.015130526311614,3.872497548,66.9078,56.471,10.05193832830167,0.03166562784866933,-0.10311302562499991,-0.0071167080209715294,110.53166938668623,108.4306606257512,191.86505102040817
Philippines,PHL,2023,23081.71799,3.623686347,83.7661,61.42,True,10.046796154160283,3.579600895,75.2111,61.439,10.015130526311614,,-0.059027573624999885,0.0245489198276978,114.08772939434834,109.76606499751284,213.6890306122449
Singapore,SGP,2016,192039.2865,2.944662589,84.4523,69.244,True,12.165455247266177,,,,,0.047425796928408204,0.24981052237500023,-0.08448766231507321,100.0,100.0,100.0
Singapore,SGP,2017,201366.3257,2.879163824,84.4523,68.943,True,12.212881044194585,2.944662589,84.4523,69.244,12.165455247266177,0.02730322132870988,0.18431175737500016,-0.037061865386665005,104.856839123905,97.77567843444355,100.0
Singapore,SGP,2018,206940.0187,2.856600046,88.1656,68.581,True,12.240184265523295,2.879163824,84.4523,68.943,12.212881044194585,-0.010965456197071788,0.1617479793750003,-0.009758644057955124,107.75921035303368,97.00941821555502,104.39691991810763
Singapore,SGP,2019,204683.223,2.729510069,88.9493,68.986,True,12.229218809326223,2.856600046,88.1656,68.581,12.240184265523295,-0.021869565993879903,0.03465800237500005,-0.02072410025502691,106.58403638674214,92.69347460032542,105.32489938107072
Singapore,SGP,2020,200255.4826,2.686990023,92.0043,68.712,True,12.207349243332343,2.729510069,88.9493,68.986,12.229218809326223,0.11206410707545444,-0.00786204362499987,-0.042593666248906814,104.2783933692651,91.2495045455274,108.94232602309233
Singapore,SGP,2021,224002.6924,2.824709892,96.9247,70.686,True,12.319413350407798,2.686990023,92.0043,68.712,12.207349243332343,0.007926109590496111,0.12985782537500024,0.06947044082654763,116.64420154987403,95.9264366162666,114.76857350243867
Singapore,SGP,2022,225785.2172,2.488919973,95.9539,69.734,True,12.327339459998294,2.824709892,96.9247,70.686,12.319413350407798,-0.02963760339700805,-0.20593209362499998,0.07739655041704374,117.57240995581392,84.5230955253597,113.61904885953373
Singapore,SGP,2023,219191.6755,2.148260117,94.2852,69.394,True,12.297701856601286,2.488919973,95.9539,69.734,12.327339459998294,,-0.5465919496249998,0.04775894702003569,114.13897619329055,72.9543726002762,111.6431405657395
Thailand,THA,2016,34706.25736,3.767617568,47.505,68.315,True,10.454675277055445,,,,,0.04493290346091072,0.6774668753749999,-0.05330976823787914,100.0,100.0,100.0
Thailand,THA,2017,36301.27634,3.465321476,52.8919,67.525,True,10.499608180516356,3.767617568,47.505,68.315,10.454675277055445,0.02886654122203325,0.3751707833750002,-0.008376864776968418,104.59576774140533,91.97646559015091,111.33964845805704
Thailand,THA,2018,37364.43973,3.197693959,56.8175,67.798,True,10.52847472173839,3.465321476,52.8919,67.525,10.499608180516356,0.026456299071872635,0.107543266375,0.02048967644506483,107.65908678203841,84.87310352726331,119.60319966319335
Thailand,THA,2019,38366.15696,3.022214112,66.6524,66.94,True,10.554931020810262,3.197693959,56.8175,67.798,10.52847472173839,-0.06603126489810052,-0.06793658062500008,0.046945975516937466,110.54535947808115,80.21552234146499,140.30607304494262
Thailand,THA,2020,35914.62079,3.153141717,77.8437,67.021,True,10.488899755912161,3.022214112,66.6524,66.94,10.554931020810262,0.011931187149100353,0.06299102437500004,-0.01908528938116305,103.48168751665132,83.69059916752146,163.86422481844016
Thailand,THA,2021,36345.69133,2.982124285,85.2696,66.952,True,10.500830943061262,3.153141717,77.8437,67.021,10.488899755912161,0.014944344233974505,-0.10802640762500015,-0.007154102232062698,104.72374175352452,79.15145927570958,179.49605304704767
Thailand,THA,2022,36892.93275,2.611870228,87.9772,67.18,True,10.515775287295236,2.982124285,85.2696,66.952,10.500830943061262,0.00490988866225095,-0.47828046462500007,0.007790242001911807,106.30052202782375,69.32418646159152,185.19566361435636
Thailand,THA,2023,37074.51836,2.521222196,89.5353,67.814,True,10.520685175957487,2.611870228,87.9772,67.18,10.515775287295236,,-0.5689284966249999,0.012700130664162756,106.82372914899632,66.91820893430976,188.4755288916956
Timor-Leste,TLS,2016,11514.01651,8.128379822,21.2,66.823,True,9.351320399141276,,,,,-0.06960782732615733,2.6720419641428563,-0.0636589300386472,100.0,100.0,100.0
Timor-Leste,TLS,2017,10739.80887,7.170939922,24.2,67.058,True,9.281712571815119,8.128379822,21.2,66.823,9.351320399141276,-0.04103143932879405,1.7146020641428565,-0.13326675736480453,93.27595509935568,88.22102410361504,114.15094339622642
Timor-Leste,TLS,2018,10308.05732,6.848060131,27.6,67.204,True,9.240681132486325,7.170939922,24.2,67.058,9.281712571815119,0.19208824517713552,1.3917222731428573,-0.17429819669359858,89.52616414130885,84.24877135373609,130.18867924528303
Timor-Leste,TLS,2019,12491.07137,4.179689137,28.0046,66.51,True,9.43276937766346,6.848060131,27.6,67.204,9.240681132486325,0.25285163063298555,-1.2766487208571426,0.017790048483536935,108.48578651204315,51.420937856365846,132.09716981132075
Timor-Leste,TLS,2020,16084.65528,3.652873604,32.0127,65.922,True,9.685621008296446,4.179689137,28.0046,66.51,9.43276937766346,0.012381276803898444,-1.8034642538571433,0.2706416791165225,139.69630203352907,44.939750405280705,151.00330188679249
Timor-Leste,TLS,2021,16285.04181,2.973894041,35.042,66.473,True,9.698002285100344,3.652873604,32.0127,65.922,9.685621008296446,-0.4832537553438634,-2.482443816857143,0.2830229559204209,141.43667238844355,36.586553607533915,165.2924528301887
Timor-Leste,TLS,2023,10044.17888,5.240528348,34.0207,66.577,True,9.21474852975648,2.973894041,35.042,66.473,9.698002285100344,,-0.2158095098571433,-0.20023079942344246,87.23436232071201,64.47199150089126,160.475
Viet Nam,VNM,2016,17000.21478,3.469069958,53.0,76.965,True,9.740981257076191,,,,,0.05566577179703813,0.2809005242857143,-0.16579771888730477,100.0,100.0,100.0
Viet Nam,VNM,2017,17973.37956,3.418656865,58.14,77.2,True,9.79664702887323,3.469069958,53.0,76.965,9.740981257076191,0.052196330754272324,0.23048743128571436,-0.11013194709026664,105.72442638280599,98.5467836160599,109.69811320754717
Viet Nam,VNM,2018,18936.43948,3.295370102,69.8479,77.482,True,9.848843359627502,3.418656865,58.14,77.2,9.79664702887323,0.07727274606145329,0.1072006682857145,-0.05793561633599431,111.38941316363771,94.99289843955346,131.78849056603772
Viet Nam,VNM,2019,20457.73042,3.084998327,68.6616,76.615,True,9.926116105688955,3.295370102,69.8479,77.482,9.848843359627502,0.05106558291826957,-0.10317110671428553,0.01933712972545898,120.33807034054426,88.92868591149929,129.5501886792453
Viet Nam,VNM,2020,21529.54999,3.216529002,70.3,74.367,True,9.977181688607224,3.084998327,68.6616,76.615,9.926116105688955,0.025355951551533806,0.02835956828571451,0.07040271264372855,126.64281168570038,92.72021149594816,132.64150943396226
Viet Nam,VNM,2021,22082.43202,2.945174888,74.21,73.738,True,10.002537640158758,3.216529002,70.3,74.367,9.977181688607224,0.05260811155386236,-0.2429945457142857,0.09575866419526236,129.89501783223943,84.89811170305606,140.01886792452828
Viet Nam,VNM,2022,23275.24787,2.887386894,78.59,74.484,True,10.05514575171262,2.945174888,74.21,73.738,10.002537640158758,,-0.3007825397142856,0.1483667757491247,136.911493008796,83.23230516990341,148.28301886792454
